Unnamed: 0,title,author,year,publication_year,description,Genre,Author_Rating,total_weeks,best_rank,worst_rank,mean_rank,debut_rank,average_rating,ratings_count,rating,review_text,n_votes,is_expert,Units_Sold,Gross_Sales,Sale_Price,Sales_Rank,Commercial_success,Popular_success,Critical_success
1763,Lucky,Jackie Collins,1985,2002,"In a memoir hailed for its searing candor and wit, Alice Sebold reveals how her life was utterly transformed when, as an eighteen-year-old college freshman, she was brutally raped and beaten in a park near campus. What propels this chronicle of her recovery is Sebold's indomitable spirit - as she struggles for understanding (""After telling the hard facts to anyone, from lover to friend, I have changed in their eyes""); as her dazed family and friends sometimes bungle their efforts to provide comfort and support; and as, ultimately, she triumphs, managing through grit and coincidence to help secure her attacker's arrest and conviction. In a narrative by turns disturbing, thrilling, and inspiring, Alice Sebold illuminates the experience of trauma victims even as she imparts wisdom profoundly hard-won: ""You save yourself or you remain unsaved.""",Children,Intermediate,23,1,15,7.3478260869565215,1,3.77,78107,5.0,Excellent memoir. Alice Sebold has guts.,0.0,0,4023,38540.34,9.58,617,3,4,5
1764,Prey,Michael Crichton,2002,2003,"In the Nevada desert, an experiment has gone horribly wrong. A cloud of nanoparticles -- micro-robots -- has escaped from the laboratory. This cloud is self-sustaining and self-reproducing. It is intelligent and learns from experience. For all practical purposes, it is alive.
It has been programmed as a predator. It is evolving swiftly, becoming more deadly with each passing hour.
Every attempt to destroy it has failed.
And we are the prey.",Fiction,Intermediate,15,1,15,5.9375,10,3.72,133370,3.0,"Good read! very intriguing with the addition of a little mystery,plot twists & turns into the storyline then maybe its a bit of uncertainty towards the ending because this story do have a continuation vibe..well written (paperback!)",84.0,1,930,1850.7,1.99,114,2,4,2
1765,The Guardian,Nicholas Sparks,2003,2005,"Julie Barenson's young husband left her two unexpected gifts before he died: a Great Dane puppy named Singer and the promise that he would always be watching over her. Now, four years have passed. Still living in the small town of Swansboro, North Carolina, 29-year-old Julie is emotionally ready to make a commitment to someone again. But who? Should it be Richard Franklin, the handsome, sophisticated engineer who treats her like a queen? Or Mike Harris, the down-to-earth nice guy who was her husband's best friend? Choosing one of them should bring her more happiness than she's had in years. Instead, Julie is soon fighting for her life in a nightmare spawned by a chilling deception and jealousy so poisonous that it has become a murderous desire",Fiction,Intermediate,14,2,11,5.428571428571429,9,4.14,137765,4.0,"I've never written a review before, but I thought that this book really qualifies for one. 
 Sometimes you just want something that you can indulge yourself into without the analysis and critical thinking, and this one was perfect for it. 
 I love the whole story between Mike and Julie and the slow realization of Julie as she comes to love Mike. 
 and of course I love Singer, The Guardian. 
 This book is full of twists that I didnt expect at all. 
 I was surprised by the ending, But I loved it. 
 This is the first time I read to Sparks and I'm really glad that I did. 
 The book is just beautiful. Brought tears to my eyes. a(tm)Y=",33.0,1,1892,1873.08,0.99,42,3,5,2
1766,Airframe,Michael Crichton,1996,1997,"The twin jet plane en route to Denver from Hong Kong is merely a green radar blip half an hour off the California coast when the call comes through to air traffic control:
'Socal Approach, this is TransPacific 545. We have an emergency.' The pilot requests priority clearance to land - then comes the bombshell - he needs fortyambulances on the runway.
But nothing prepares the rescue workers for the carnage they witness when they enter the plane.
Ninety-four passengers are injured. Three dead. The interior cabin virtually destroyed.
What happened on board Flight TPA 545?",Fiction,Intermediate,17,1,16,5.411764705882353,15,3.67,60324,0.0,I read this book years ago but enjoyed it very much.,0.0,0,106,104.94,0.99,1263,1,5,3
1767,Thinner,Richard Bachman,1985,1996,"Billy Halleck, good husband and loving father, is both beneficiary and victim of the American good life: He has an expensive home, a nice family, and a rewarding career as a lawyer...but he is also fifty pounds overweight and edging into heart attack country.",Fiction,Intermediate,25,1,15,6.8,3,3.67,133209,4.0,"Buat mereka yang obesitas dan pingin cepet kurus, bacalah buku ini! Kutukan Gypsy misterius dapat menurunkan berat badan secara maksimal tanpa diet dan rasa sakit! 
 Begini cara mendapatkannya: 
 1. Kemudikan mobilmu dengan kecepatan secukupnya. 
 2. Tanpa menghentikan mobil, minta istri/pasanganmu melakukan oral seks 
 3. Tabrak orang Gypsy pertama yang kautemui di jalan 
 Kutukan berlaku efektif setelah dukun Gyspy menyentuh pipimu sambil mengucapkan mantra. Tapi ingat, kutukan takkan bisa ditarik sebelum kau minta maaf!",0.0,0,555,1659.45,2.99,189,2,4,4
1768,Her Fearful Symmetry,Audrey Niffenegger,2009,2009,"Six years after the phenomenal success of The Time Traveler's Wife, Audrey Niffenegger has returned with a spectacularly compelling and haunting second novel set in and around Highgate Cemetery in London.
When Elspeth Noblin dies of cancer, she leaves her London apartment to her twin nieces, Julia and Valentina. These two American girls never met their English aunt, only knew that their mother, too, was a twin, and Elspeth her sister. Julia and Valentina are semi-normal American teenagers--with seemingly little interest in college, finding jobs, or anything outside their cozy home in the suburbs of Chicago, and with an abnormally intense attachment to one another.
The girls move to Elspeth's flat, which borders Highgate Cemetery in London. They come to know the building's other residents. There is Martin, a brilliant and charming crossword puzzle setter suffering from crippling Obsessive Compulsive Disorder; Marjike, Martin's devoted but trapped wife; and Robert, Elspeth's elusive lover, a scholar of the cemetery. As the girls become embroiled in the fraying lives of their aunt's neighbors, they also discover that much is still alive in Highgate, including--perhaps--their aunt, who can't seem to leave her old apartment and life behind.
Niffenegger weaves a captivating story in Her Fearful Symmetry about love and identity, about secrets and sisterhood, and about the tenacity of life--even after death.",Nonfiction,Novice,3,6,14,10.0,9,3.24,64364,5.0,"This was difficult to put down but I deliberately tried to read slowly beause it was such a pleasure to read. Niffenegger is one of the finest contemporary writers and noone does longing and stymied love better than she does. 
 This book reminded me of ""Time Traveler's Wife"" as well as ""The Lovely Bones."" The stories center on an apartment building right off of Highgate Cemetery in London. One apartment belongs to Elspeth Noblin who dies on the first page of the book and bequeaths the apartment to her twin nieces in America, with the stipulation that they must live there for a year before selling and that their mother, Elspeth's own twin, can never set foot in the apartment. The top floor apartment is occupied by Martin, who suffers terribley from OCD. Niffenegger's rendering of OCD is the most painful and seemingly realistic depiction that I've come across. Elspeth's somewhat younger lover lives in the first floor apartment and works as a tour guide at Highgate Cemetery. 
 This book is well worth reading BUT you really need to suspend disbelief and just go with the really wild premise. This is part love story, part ghost story, maybe even a little Sci Fi. Suspenseful, surprising, and beautifully written.",68.0,1,4280,16221.2,3.79,1120,4,2,2
1769,Sophie'S Choice,William Styron,1979,1992,Three stories are told: a young Southerner wants to become a writer; a turbulent love-hate affair between a brilliant Jew and a beautiful Polish woman; and of an awful wound in that woman's past--one that impels both Sophie and Nathan toward destruction.,Nonfiction,Excellent,47,1,15,6.1063829787234045,3,4.18,67718,2.0,"A good book, but horribly depressing.",0.0,0,4400,8756.0,1.99,1059,4,4,2
1770,House Rules,Jodi Picoult,2010,2017,"The last thing I expected to find in my dossier was sexy stockings, a plane voucher to London and an invitation to dance at a gentleman's club. I'm a quiet museum curator for God's sake. No way, no how am I going to slide down a pole for a bunch of over privileged, narcissistic men--until I see Sean Fraser, my childhood crush, enter the establishment. Since I'm no longer that overweight teen with braces and mousey hair, there is no way he'll recognize me. Hmmm... Maybe I'll give him a fake name--and a private dance. That ought to make him finally notice me, right?
What the hell is Kennedy Lane doing sliding down a pole in a private Gentlemen's club? I'm not sure, and while I know she's hands off, I want her. I've always wanted her. She might have been too young for me back in the day. Now, not so much. Hands off leads to hands on after a private dance, and while Kennedy spends the weekend pretending to be someone she isn't, I know full well who she is. And I'm not quite ready to let her hang up her stockings when the show is over.",Nonfiction,Intermediate,9,1,12,5.444444444444445,3,4.05,100,4.0,"House Rules is a short, hot as heck story by Cathryn Fox. 
 As far back as she can remember, Kennedy Lane has had a crush on the older brother of her best friend, Olivia, Sean Fraser. He was three years older than she and Olivia and she was awkward and shy and most definitely not cool enough for the likes of Sean. She and Olivia were just the annoying little kids to him. But when she was in her teens, with her heart bursting, she gave Sean a candy heart that said, Be Mine, only to have him disregard it and break her heart. 
 Now, Kennedy is an adult, a curator for the Chicago Museum. Two years ago, her friends and she drew names out of a hat and whoever drew her name had to fulfill a fantasy weekend for her. When she was presented with her dossier, her epic adventure, she was given a plane ticket to London, reservations at the beautiful Hotel Royal, and instructions that she is to dance a pole dance at the Carleton House, LondonaEUR(tm)s most exclusive gentlemanaEUR(tm)s club. There is no way she could follow through with the dance. That is until she saw Sean at the hotel. What in the world was he doing here? And she followed him secretly to that same gentlemanaEUR(tm)s club. Maybe she could do the pole dance. Sean would never recognize her, itaEUR(tm)s been years since they have seen each other. 
 Sean couldnaEUR(tm)t believe it when he saw Kennedy Lane at the hotel. Then he saw her again, on stage, dancing under an assumed identity! Sean started seeing Kennedy as more than just a kid when she was sixteen and he was nineteen. But those were three very important years at that stage of their lives. She was off limits. Well, sheaEUR(tm)s all grown up now, and itaEUR(tm)s time to get her out of his system. Or is that even possible?",94.0,1,365,4084.35,11.19,281,1,4,4
1771,Dead And Gone,Charlaine Harris,2009,2000,"During a small and uncomfortable dinner party, Virginia Mintar, wife of a prominent lawyer, disappears, and is found hours later in the garden well of her estate. Inspector Luke Thanet and his partner, Sergeant Mike Lineham, quickly discern that Virginia's scandalous behavior had earned her the rage of family, friends, and lovers. Who had been finally driven to kill her?",Fiction,Intermediate,23,1,16,10.347826086956522,5,3.84,124,5.0,Hard to believe fifteen or more years have passed since first finding the Titles In Dorothy Simpson's Inspector Luke Thanet's British police procedural series - always first-rate. So sad that illness forced her to stop writing altogether. A mystery reader's loss but of course wish her continued improved health.,0.0,0,436,2175.64,4.99,238,2,3,5
1772,Gone,Jonathan Kellerman,2006,2007,"No more pity love for Connor, from aunts and neighbors, from missing mothers and fathers. From drunks. No, this time the real thing is his. He just has to take it. Kathleen Jeffrie Johnson, known for ""riveting"" fiction (Kirkus Reviews, starred review of Target), digs deep into the heart of a forbidden relationship. Sometimes, she tells us, loneliness can send a boy down a dangerous path. Sometimes, it can take a while to find the way back.",Fiction,Intermediate,6,1,16,7.25,14,2.64,88,2.0,"** spoiler alert ** 
 Meh. I borrowed Gone from the library due to it's intriuging cover and the fact that a friend had specifically not recommended it to me, saying I'd hate it. I decided to read it anyways, going in with a positive attitude and hoping to prove her wrong. Unfortunately, she knew me too well. 
 As I've mentioned several times in previous reviews, I love original and refreshing plots and characters. Gone lacked both of these. Knowing that the novel was about a student-teacher romance I expected high-stakes and angst but instead it was causal, bland, and boring. I ended up finding Connor's neighbours' and friends' lives more interesting than Connor's. His mother's alcoholism was random and didn't really affect the plot other than to isolate Connor from his family, which I guess may have led Connor to seek companionship in Corrina? One of the most poorly written aspects was the romance between Corinna and Connor. I didn't understand the initial attraction or the sexual tension. I thought it was really juvenile and unrealistic that they'd fall in love with each other in only a week and become so intimate so quickly. This was definitely not an accurate representation of how relationships, let alone studen-teacher relationships evolve. 
 I think Kathleen Jeffrie Johnson tried to tackle too many issues in such a short novel and it ended up as a jumble in the end. Alcoholism, death, teenage romance, sexuality, student-teacher relationships, drug abuse, loneliness, abuse, etc. are all very controversial and tough issuse to conquer individually let alone all in th same novel. I wish that Connor's thought process had been more clearly explained, for example if he had compared his relationship to Zach and Risa's and seen the differences for him and Corrina the reader might have understood why he wanted to move with her so badly. In novels like this it's so hard to write an ending that applies to each of these topics so in the end Kathleen focused on isolation (hence the title ""Gone"") which may have worked as a final chapter if there weren't so many other pressing issues and logistics left unfinished. 
 Despite not liking the overall novel there were a few points I did enjoy. I thought it was very creative to have the student-teacher romance not take place during the school year or on school property but rather in the summer, where the chances of being caught and the repurcussions were a bit different. I liked how Corinna was an average formally-troubled woman who happened to fall in love with a student as opposed to a sensual provocative woman lurring every male at school. The fact that she was as isolated and naive as Connor made her seem more like a fellow student than someone almost 10 years older than him.",0.0,0,670,3678.3,5.49,166,2,3,2
1773,The Once And Future King,Terence Hanbury White,1958,2003,"The Once and Future Kingis an Arthurian fantasy novel. It was first published in 1958, and is mostly a composite of earlier works written between 1938 and 1941. The central theme is an exploration of human nature regarding power and justice, as the boy Arthur becomes king and attempts to quell the prevalent ""might makes right"" attitude with his idea of chivalry.
Includes:
The Sword in the Stone
The Queen of Air and Darkness
The Ill-Made Knight
The Candle in the Wind",Nonfiction,Excellent,8,9,16,13.625,15,4.08,24,5.0,"Wow that was good! The part when Wart pulls the sword from the stone was so much better than the Disney version. Lancelot was amazing the whole time and I think if I ever have a son I'm going to name him Arthur. Left me feeling like no matter how bad the world gets as a whole, there's always hope that we'll come out ok in the end. The description of the geese flying through the clouds was possibly the most beautiful thing I've ever read. I didn't want this book to end. And to think, the reason I read it was because they're always reading it in X-Men and because my copy of it has an awesome cover. I had no idea it was going to be that good.",0.0,0,2889,18922.95,6.55,973,3,2,5
1774,The Heir,Johanna Lindsey,2000,2016,"Gayle Windham, earl of Westhaven, is the first legitimate son and heir to the duke of Moreland. To escape his father's inexorable pressure to marry, he decides to spend the summer at his townhouse in London, where he finds himself intrigued by the secretive ways of his beautiful housekeeper . . . Anna Seaton is a beautiful, talented, educated woman, which is why it is so puzzling to Gayle Windham that she works as his housekeeper. As the two draw closer and begin to lose their hearts to each other, Anna's secrets threaten to bring the earl's orderly life crashing down-and he doesn't know how he's going to protect her from the fallout . . .Contains mature themes.",Fiction,Intermediate,3,9,15,11.666666666666666,13,3.78,6,3.0,"THE HEIR by Grace Burrowes: One Man's Cookies,... 
 http://fangswandsandfairydust.com/201... 
 Audiobook provided by publisher for review. No remuneration was exchanged and all opinions presented herein are my own except as noted. 
 I enjoyed much of this book but I have a hard time with a cultural anomaly. These British Lords eat ""cookies;"" cookies is not the word in common usage at the time, or even now, in Britain. (http://www.foodtimeline.org/foodcooki...) 
 With a tale of desperate love and seriously bad family matters, the love story was interesting. I enjoyed the narration of a romance by a man with a lovely plummy accent. At first it sounded over the top but James Langton's voice was actually a pleasure to listen to. 
 But all I could think of was those cookies, COOKIES! If she had called them biscuits or seed cakes I might have been okay. But we all know that the Regency world, at least as presented in novels, was highly structured and full of manners that were so forced into the aristocracy they must even have been employed in private. These young brothers behave most casually when walking about their house. It is hard to imagine an Earl procuring a fistful of cookies (Page 189), or finding his brothers ""lounging against the wall, munching cookies,"" (page 287), or sauntering out of the kitchen with cookies in hand (page 287). It just feels feels culturally wrong, especially within the genre, although looking at the caricatures and political and social art, for example Rowlandson's, the aristocracy was made to look much less cultured than the way they are presented in the romance genre. 
 It also feels wrong because the while a little unusual, the characters are portrayed as quite cultured and so it feels as if they aren't staying in character. 
 And, I realize I am speaking about genre specific convention which is the langiage of the genre. Expectations don't necessarily have to be fulfilled. 
 There are some great twists and turns and the sexual aspect, which felt unlikely, is included. 
 But, oh well, this was one of Publisher Weekly's best romance books of 2010, so it's entirely possible this is just a case of me being rather picky. It appears to be her first or an early published historical. So it could be a case of research, and surely should have been caught by an editor. 
 But as the story progressed all I could think was ""cookies?!""",1.0,0,4158,16590.420000000002,3.99,592,4,1,3
1775,One Shot,Lee Child,2005,2015,"Laci Walker thinks she's successfully put the past behind her - until she finds herself face to face with the man who shattered her heart to smithereens four years ago. He had been drafted into the NHL after they had both graduated from college and yet, instead of sharing the accomplishment with her, he'd walked away, leaving her completely devastated. Now here they are, together again, in the Boston Bruins locker room. He even had the nerve to smile at her. Laci wants to grab the nearest hockey stick and shove it down his throat. The jerk.
Matt Lindberg can't believe it when Laci walks into the locker room behind his coach. She was - and always will be - the love of his life... the one woman who dominates his thoughts during the day and haunts his dreams at night. And he's determined to marry her.
His first order of business now, though, is to prove to her that their love is worth fighting for and can be resurrected. Judging by the look on her face, it's not going to be an easy task.
Matt knows he has only one shot to make this right and he's determined not to fail her again.
But will Laci even give him that chance?",Fiction,Excellent,2,10,10,10.0,14,3.33,2,4.0,"4 stars 
 This is the story of Laci and Matt who were college sweethearts and broke up 
 when he became a NHL star. When Matt finally sees Laci again after four years, 
 there are instant sparks. 
 Besides the romance, there is a stalker incident that keeps the story going. Add to that 
 Laci is not sure if she wants Matt back since he broke her heart. She also doesn't want 
 to marry Matt if it is only to keep him from being deported. 
 There are some sexual scenes, but they are not overly graphic. There is a happy ending.",0.0,0,2889,8638.11,2.99,968,3,2,4
1776,The Law Of Innocence,Michael Connelly,2020,2013,A Simon & Schuster eBook. Simon & Schuster has a great book for every reader.,Fiction,Intermediate,2,1,4,2.5,12,3.15,144,4.0,"It was at a friends recommendation that I had picked Witness the Night (You can read Reema's review here. I more or less agree with it) and liked it. Though I did feel that the ending of that book was a little abrupt but overall the content was very strong and moving. That is why when I received a request to review this book I grabbed the opportunity. 
 The blurb will remind you of the Scarlett Keeling case (you can google to know more about her). I had assumed that the book would be a rehash of that incident but I was taken by surprise when the protagonists mentions the case in the beginning and takes it as a reference point for the Liza Kay case. In fact the book becomes quite real when the protagonist Simran talks about the Delhi rape case and how it has affected her thinking. Of how she relates the disappearance of Liza with the insecurity she feels for her own daughter. 
 The book is Simran's journey of finding the truth about Liza and of getting justice for her. The book has its own flaws, there are loopholes in the investigation or the way the book wraps up but at the end of the day it is a good book to read because it shows you a murky reality. It shows us a side of Goa which is hard to believe but surely exists. It shows us a side of today's youth which is again hard to accept but sadly exists. 
 It is a good read which makes you cringe, think and contemplate. It reminds you of the horrific Delhi rape case and of the crime rampant against women. It reminds you that in this society if you are wearing a skirt you are asking for being raped!! And by smoking/ drinking etc you are actually handing over a open invitation to be raped. Mind you after all this; the truth is ""you had asked for it"". The book is very contemporary even in the terms of depicting how corruption is deeply rooted in our society & how easy it is for people with power to escape punishment for their deadliest deeds. 
 A must read if you like the genre where fiction meets reality & manages to shake you. Very few Indian authors try it and succeed so do give this a try.",0.0,0,6102,32096.52,5.26,398,5,4,4
1777,Twenties Girl,Sophie Kinsella,2009,2009,"Lara Lington has always had an overactive imagination, but suddenly that imagination seems to be in overdrive. Normal professional twenty-something young women don't get visited by ghosts. Or do they?
When the spirit of Lara's great-aunt Sadie-a feisty, demanding girl with firm ideas about fashion, love, and the right way to dance-mysteriously appears, she has one request: Lara must find a missing necklace that had been in Sadie's possession for more than seventy-five years, because Sadie cannot rest without it.
Lara and Sadie make a hilarious sparring duo, and at first it seems as though they have nothing in common. But as the mission to find Sadie's necklace leads to intrigue and a new romance for Lara, these very different ""twenties"" girls learn some surprising truths from and about each other. Written with all the irrepressible charm and humor that have made Sophie Kinsella's books beloved by millions, Twenties Girlis also a deeply moving testament to the transcendent bonds of friendship and family.",Fiction,Intermediate,3,4,12,7.333333333333333,8,3.82,121280,4.0,"You all obviously know how much I love Sophie Kinsella, so I'll go straight into my thoughts about this book! 
 Although there was a good romance in this book, it wasn't the main focus of the book. Instead, this novel put most of it's emphasis on family and friendship and I really liked that! Sadie definitely got on my nerves a lot, mostly because I was listening to this as an audio book and the narrator made her voice especially annoying while saying her lines. However, she had a surprising amount of character development keeping in mind that she was the GHOST of a 105 year old woman. I really enjoyed how this was a mystery as well, there was so much going on that you almost forgot about one part of the story when it showed up again! The one critique I have, though, is how long this book was. I felt like there were too many dead ends while trying to find that one necklace and it was starting to get a little repetitive. I think it could have wrapped up a little quicker, but it still was a fun read!",156.0,1,415,2070.85,4.99,251,2,2,1
1778,Twenties Girl,Sophie Kinsella,2009,2009,"Lara Lington has always had an overactive imagination, but suddenly that imagination seems to be in overdrive. Normal professional twenty-something young women don't get visited by ghosts. Or do they?
When the spirit of Lara's great-aunt Sadie-a feisty, demanding girl with firm ideas about fashion, love, and the right way to dance-mysteriously appears, she has one request: Lara must find a missing necklace that had been in Sadie's possession for more than seventy-five years, because Sadie cannot rest without it.
Lara and Sadie make a hilarious sparring duo, and at first it seems as though they have nothing in common. But as the mission to find Sadie's necklace leads to intrigue and a new romance for Lara, these very different ""twenties"" girls learn some surprising truths from and about each other. Written with all the irrepressible charm and humor that have made Sophie Kinsella's books beloved by millions, Twenties Girlis also a deeply moving testament to the transcendent bonds of friendship and family.",Fiction,Intermediate,3,4,12,7.333333333333333,8,3.82,121280,3.0,Very fun and entertaining.,0.0,0,415,2070.85,4.99,251,2,2,3
1779,Finders Keepers,Stephen King,2015,2015,"Fans of If You Give a Mouse a Cookie will love this new preschool gem from beloved storyteller Keiko Kasza
A hat is not just a hat in these woods!
From tree branch to stream to flower patch--wherever the hat lands, someone knows exactly what to do with it and exclaims, ""Finders, keepers!""
But this red hat doesn't stay in one place for long, and everyone will be surprised by what happens to it in the end.
Youngsters will be delighted by the silly scenes and clever twists and turns in this charming circular story.",Fiction,Excellent,10,1,15,7.8,5,3.57,260,0.0,"Cute and funny, of course.",0.0,0,4280,4237.2,0.99,1131,4,3,3
1780,Suzanne'S Diary For Nicholas,James Patterson,2001,2005,"Patterson's number one New York Times bestseller is a powerfully moving and suspenseful novel. Katie Wilkinson has found the perfect man at last, but one day he disappears from her life, leaving behind only a diary for her to read. Katie Wilkinson has found the perfect man at last--but one day, he disappears, leaving behind only a diary, written by his ex-wife, for he to read. She reads on, filled with terror and hope as she struggles to understand what happened--and whether her new love can survive.",Fiction,Intermediate,12,1,16,4.75,14,4.16,5,3.0,"Like most of the books I've read by James Patterson, I hated it for the most part. I don't find his writing or stories very unique and there's a long rant that could come from me about stuff, but I'll save it since millions of other people love him. Also like the other books of his I've read, around the last 40 or so pages, I got hooked. Normally I would prefer that this happened no more than a hundred pages into a book, but luckily his books are fast reads and fairly short since he can't seem to write a long chapter. I wouldn't not recommend this book to people sole on the point that my opinion of him isn't complete. I just wonder how much he actually writes of a book when he has a co-author and how the hell he can publish so many books in one year. It just doesn't seem natural. 
 If you're looking for a trashy romance to read, one that doesn't have Fabio on the cover, this book can satisfy that urge. In the future though, if I want to read a well written romance, I think I'll stick to the few Nicholas Sparks books I have left to read.",0.0,0,745,3717.55,4.99,151,2,5,3
1781,Cryptonomicon,Neal Stephenson,1999,2002,"Cryptonomicon zooms all over the world, careening conspiratorially back and forth between two time periods--World War II and the present. Our 1940s heroes are the brilliant mathematician Lawrence Waterhouse, crypt analyst extraordinaire, and gung-ho, morphine-addicted marine Bobby Shaftoe. They're part of Detachment 2702, an Allied group trying to break Axis communication codes while simultaneously preventing the enemy from figuring out that their codes have been broken. Their job boils down to layer upon layer of deception. Dr. Alan Turing is also a member of 2702, and he explains the unit's strange workings to Waterhouse. ""When we want to sink a convoy, we send out an observation plane first... Of course, to observe is not its real duty--we already know exactly where the convoy is. Its real duty is to be observed... Then, when we come round and sink them, the Germans will not find it suspicious.""
All of this secrecy resonates in the present-day story line, in which the grandchildren of the WWII heroes--inimitable programming geek Randy Waterhouse and the lovely and powerful Amy Shaftoe--team up to help create an offshore data haven in Southeast Asia and maybe uncover some gold once destined for Nazi coffers. To top off the paranoiac tone of the book, the mysterious Enoch Root, key member of Detachment 2702 and the Societas Eruditorum, pops up with an unbreakable encryption scheme left over from WWII to befuddle the 1990s protagonists with conspiratorial ties.",Children,Excellent,3,12,15,14.0,14,4.25,73962,5.0,"Numero uno for me; I've read it several times. Does that make me crazy? Worse yet, I've been through the 'System' series a couple of times too.",0.0,0,50112,124277.76,2.48,694,5,1,5
1782,The Storyteller,Harold Robbins,1986,2013,"Sage Singer befriends an old man who's particularly beloved in her community. Josef Weber is everyone's favorite retired teacher and Little League coach. They strike up a friendship at the bakery where Sage works. One day he asks Sage for a favor: to kill him. Shocked, Sage refuses... and then he confesses his darkest secret--he deserves to die, because he was a Nazi SS guard. Complicating the matter? Sage's grandmother is a Holocaust survivor.
What do you do when evil lives next door? Can someone who's committed a truly heinous act ever atone for it with subsequent good behavior? Should you offer forgiveness to someone if you aren't the party who was wronged? And most of all--if Sage even considers his request--is it murder, or justice?",Fiction,Intermediate,9,8,15,9.058823529411764,4,4.26,111927,3.0,"I just finished reading this novel and should give myself a day or two to digest what I've read and give it a proper rating. But, I have never been one for patience. I would give this book 3 1/2 stars. I thought some things were done very well and other things could have been left for another story. I found my jaw dropping more than once as I was reminded of the sheer atrociousness of what people had to go through during the Holocaust. It was disgusting, it was inhumane, and it was real. I thought this part of the book was done very well. However, I thought the romantic aspect of the novel between Sade and Adam and Sade and Leo took away from how powerful this novel could have been. Not every novel needs to have a love story! I definitely would have rated this book higher had the romantic fluff been left for another book. I felt it was unnecessary, and it took away from my emotional connection to the characters and the storyline.",0.0,0,435,430.65,0.99,239,2,3,3
1783,The Last Juror,John Grisham,2004,2006,"In 1970, one of Mississippi s more colorful weekly newspapers, TheFord County Times,went bankrupt. To the surprise and dismay of many, ownership was assumed by a 23-year-old college dropout, named Willie Traynor. The future of the paper looked grim until a young mother was brutally raped and murdered by a member of the notorious Padgitt family. Willie Traynor reported all the gruesome details, and his newspaper began to prosper.
The murderer, Danny Padgitt, was tried before a packed courthouse in Clanton, Mississippi. The trial came to a startling and dramatic end when the defendant threatened revenge against the jurors if they convicted him. Nevertheless, they found him guilty, and he was sentenced to life in prison.
But in Mississippi in 1970, life didn't necessarily mean life, and nine years later Danny Padgitt managed to get himself paroled. He returned to Ford County, and the retribution began.",Nonfiction,Intermediate,14,1,13,4.857142857142857,6,3.86,63810,0.0,"Even not one of my most favourite author, but I always read & like John Grisham's story. 
 Including this one. 
 Based on America's law in 1960-1970, where the race is so important & being rich is the way to get free. 
 The story timeline is far from now, but some of the law is not change too much. 
 Just like to read it :)",0.0,0,2862,24584.58,8.59,1005,3,5,3
1784,The Bride Collector,Ted Dekker,2010,2010,A string of exquisite young women have been murdered by a single individual who leaves his signature with each body: a pristine bridal veil. FBI agent Brad Raines must turn to a most unusual source for help.,Fiction,Intermediate,1,14,14,14.0,16,3.84,7665,5.0,"""An eerie, engaging novel bringing to the light a unique view of those we judge as mental ill."" 
 Being a fan of Ted Dekker, I knew the type of novel I would be reading when I selected The Bride Collector. Dekker is one of my favorite fiction authors. For instance, I knew I would find dark suspense (often not for the squeamish), tight well-written plot and dialogue, and a focus on some component of Christianity.What I did not expect was to begin to question my perception or at least to reconsider my perspective on what is truly considered 'mentally ill.' 
 The story centers around Brad Raines, an FBI agent in pursuit of a deranged serial killer, who engages a select group of residents at the Center for Wellness and Intelligence, a facility for the highly intelligent mentally ill. 
 The killers identity is revealed early in the novel giving the reader an 'insiders view' of the mind of such a psychopath. He is on a mission from God, or so he believes. He kills beautiful women believing that he is delivering them to God and arranges the crime scene to display the victim as a perfect bride. 
 The backdrop of the story is the interaction of Brad Raines with those we call mentally ill. These are exceptional bright people with mental disorders. This comparison of ideologies, the intelligent and the insane, intrigued me. 
 The element of frankness, innocence, and an untainted outlook on life is revealed in one of the most engaging characters, Paradise Foundry. She is intelligent but also damaged by events in her life. She doesn't consider herself mentally ill but has no desire to leave the facility. Fear is her mental illness. 
 Loved this novel and appreciated that it contained no profanity or vulgarity. The best writers have no need for such things in their novels. I recommend it for those that love suspense and/or thrillers but I do warn those that are squeamish. I am looking forward to the next Dekker novel.",7.0,1,478,5253.22,10.99,213,2,1,3
