Unnamed: 0,title,author,year,publication_year,description,Genre,Author_Rating,total_weeks,best_rank,worst_rank,mean_rank,debut_rank,average_rating,ratings_count,rating,review_text,n_votes,is_expert,Units_Sold,Gross_Sales,Sale_Price,Sales_Rank,Duyet_Commercial_Success,Khang_Commercial_Success,Kiet_Commercial_Success,Duyet_Popular_Success,Khang_Popular_Success,Kiet_Popular_Success,Duyet_Critical_Success,Khang_Critical_Success,Kiet_Critical_Success
931,Scarlett,Alexandra Ripley,1991,2011,"Rarely is there a publishing event as anxiously-awaited, as talked-about, and as thrilling as this one. Backed by a blockbuster program of publicity, advertising, and promotion, Scarlett is going to be one of the books on everyone's must-have reading list. Alexandra Ripley is one of today's foremost creators of serious Southern historical fiction, and after an exhaustive search by Mitchell's estate, she was chosen to write the sequel to perhaps the greatest love story of all time.",Fiction,Intermediate,34,1,15,4.764705882352941,5,3.44,509,1.0,I hated this book. I think I was looking for some closure that I never got from GWTW.,9.0,1,1738,1720.62,0.99,52,3,3,3,5,5,5,1,1,3
1119,Shutter Island,Dennis Lehane,2003,2004,"The year is 1954. U.S. Marshal Teddy Daniels and his new -partner, Chuck Aule, have come to Shutter Island, home of Ashecliffe Hospital for the Criminally Insane, to investigate the disappearance of a patient. Multiple-murderess Rachel Solando is loose somewhere on this barren island, despite having been kept in a locked cell under constant surveillance. As a killer hurricane bears relentlessly down on them, a strange case takes on even darker, more sinister shades--with hints of radical experimentation, horrifying surgeries, and lethal countermoves made in the cause of a covert shadow war. No one is going to escape Shutter Island unscathed, because nothing at Ashecliffe Hospital is remotely what it seems",Fiction,Intermediate,4,12,14,13.0,3,4.08,115869,4.0,"Ashecliffe Hospital sat on the central plain of the island's northwestern side. Sat begnignly, I might add. It looked nothing like a hospital for the criminally insane and even less like the military barracks it had been before that. Its appearance reminded most of us, in point of fact, of a boarding school. 
 Teddy and Chuck are called out to the island to try and find out what happened to one of the inmates. She just escaped. There really isn't a way she could escape but there you have it. 
 The whole place is just downright creepy. Teddy is trying his hardest to figure out a code the lady left behind. It was crazy town but it all added up in the end. 
 We also get flashbacks of Teddy's wife who was killed in a fire and the supposed killer is at this same prison. Hmmmm, too convenient right? Teddy has dreams of his wife and you just plain feel sorry for him. 
 I have watched the movie several times, but this is the first time reading the book. They are both awesome. I mean talk about a twisted story. The end game blew me right out of the water! It's just too crazy to fathom, but I can see how this could happen to people. I could see how some things could push people right over the edge. And it's not a nice edge to go over. 
 Awesome book! 
 Mel a(tm)Y=",182.0,1,401,4270.650000000001,10.65,259,1,1,2,1,1,1,2,2,4
1041,Sing You Home,Jodi Picoult,2011,2011,"One miscarriage too many spelled the end of Max and Zoe Baxter's marriage. Though the former couple went quite separate ways, their fates remained entangled: After veering into alcoholism, Max is saved in multiple senses by his fundamentalist conversion; Zoe, for her part, finds healing relief in music therapy and the friendship, then romantic love with Vanessa, her counselor. After Zoe and Vanessa, now married, decide to have a baby, they realize that they must join battle with Max, who objects on both religious and financial grounds. Like her House Rulesand several other previous Jodi Picoult novels, Sing You Homegrapples with hot button issues. The novel also includes a CD of songs, each matched with a chapter in the book. Perfect for book clubs.",Fiction,Intermediate,9,2,14,7.111111111111111,14,3.76,63203,5.0,"Sing You Home is my new favorite novel by Jodi Picoult, and as of now (mid-March, 2011) my favorite book of this year. 
 There are so many things I wish I could say coherently about this book. I was at a loss of words when I finished it three hours ago, and I still am speechless. But I want to write this review while the emotions it evoked are still at their strongest. 
 The writing was superb as always. Picoult doesn't use a lot of ""SAT"" vocabulary, or extremely complex sentence structure, but the way she engages readers with detail and finesse is extraordinary. I am always tempted to read just a single page more, then just one chapter more, until I've gone through the entire 400+ page book. I even forgot to put this on my to-read shelf on Goodreads. 
 Picoult's characters are splendid - by the middle of the book I was immersed in Zoe's yearning for children and Max's difficulty with alcohol abuse, and I felt like they were real, breathing people. Vanessa's no-nonsense attitude I admired, and side characters like Dara and Lucy I came to love as well. 
 The element that really made me appreciate this novel was Picoult's take on gay marriage, and homosexual inequality in contemporary society. I cannot adequately state how inspiring this book was to me in that regard. Here is one of the many powerful quotes that I had to stop and re-read (I even put this in my favorite quotes section on Facebook)... 
 ""I remember my mother telling me that, when she was a little girl in Catholic school, the nuns used to hit her left hand every time she wrote with it. Nowadays, if a teacher did that, she'd probably be arrested for child abuse. The optimist in me wants to believe sexuality will eventually become like handwriting: there's no right way or wrong way to do it. We're all just wired differently. 
 It's also worth nothing that, when you meet someone, you never bother to ask if he's right- or left- handed. 
 After all: Does it really matter to anyone other than the person holding the pen?"" 
 Beautiful. 
 *cross-posted from my blog the quiet voice.",117.0,1,108,516.24,4.78,1184,1,2,1,4,4,4,5,5,5
122,"So Long, And Thanks For All The Fish",Douglas Adams,1984,2008,"Back on Earth with nothing more to show for his long, strange trip through time and space than a ratty towel and a plastic shopping bag, Arthur Dent is ready to believe that the past eight years were all just a figment of his stressed-out imagination. But a gift-wrapped fishbowl with a cryptic inscription, the mysterious disappearance of Earth's dolphins, and the discovery of his battered copy of The Hitchhiker's Guide to the Galaxy all conspire to give Arthur the sneaking suspicion that something otherworldly is indeed going on. . . .
God only knows what it all means. And fortunately, He left behind a Final Message of explanation. But since it's light-years away from Earth, on a star surrounded by souvenir booths, finding out what it is will mean hitching a ride to the far reaches of space aboard a UFO with a giant robot. But what else is new?
From the Paperback edition.",Fiction,Excellent,14,3,14,5.857142857142857,1,4.08,183,3.0,Sure its not as good as earlier books in the series but funny it is.,1.0,0,4509,53612.01,11.89,535,4,4,4,4,4,4,2,4,4
1769,Sophie'S Choice,William Styron,1979,1992,Three stories are told: a young Southerner wants to become a writer; a turbulent love-hate affair between a brilliant Jew and a beautiful Polish woman; and of an awful wound in that woman's past--one that impels both Sophie and Nathan toward destruction.,Nonfiction,Excellent,47,1,15,6.1063829787234045,3,4.18,67718,2.0,"A good book, but horribly depressing.",0.0,0,4400,8756.0,1.99,1059,3,4,4,4,4,5,2,2,2
2069,Summer Sisters,Judy Blume,1998,2006,"In the summer of 1977, Victoria Leonard's world changed forever---when Caitlin Somers chose her as a friend. Dazzling, reckless Caitlin welcomed Vix into the heart of her sprawling, eccentric family, opening doors to a world of unimaginable privilege, sweeping her away to vacations on Martha's Vineyard, a magical, wind-blown island where two friends became summer sisters...
Now, years later, Vix is working in New York City. Caitlin is getting married on the Vineyard. And the early magic of their long, complicated friendship has faded. But Caitlin has begged Vix to come to her wedding, to be her maid of honor. And Vix knows that she will go--for the friend whose casual betrayals she remembers all too well. Because Vix wants to understand what happened during that last shattering summer. And, after all these years, she needs to know why her best friend--her summer sister--still has the power to break her heart...",Fiction,Intermediate,22,2,15,6.090909090909091,13,3.83,74288,5.0,"I found this book at the library, and since I loved Judy Blume as a child, I wanted to test one of the books she wrote for adults. I never could have expected a story so involving and complex. The characters come to life on the pages, and the storyline is brilliant in its everyday commonness. 
 Summer Sisters follows the lives of Caitlyn Somers and Victoria Leonard, two unlikely girls from different social backgrounds. Caitlin invites Victoria to stay the summer with her and her father who lives in Martha's Vineyard; shy Victoria can't imagine why a girl so glamorous as Caitlin would want to be friend someone as boring as herself. The two of them form a complex friendship of love and rivalry that spans from the 1970s to the 1990s. 
 These girls share moments of soaring loyalty and heartbreaking betrayal, and I was glued from the very first page. The settings are so real, part of them I could have plucked from my own childhood. This is a truly wonderful book for anyone who loves reading epics, or stories of friendship that takes place in times of joy and times of tragedy. 
 Although this book came out in 2001 (I believe), I am just now reading it. Oh, how I wish I'd found it sooner! Summer Sisters is one of the best of the best from my reading pool of 2007. I highly recommend this book. 
 [Editing to add this tidbit for writerly people interested in craft. Summer Sisters demonstrates foreshadowing done very well. It's one of my favorites, and I keep coming back to it as an example when discussing foreshadowing with friends and in workshops.]",74.0,1,36504,266844.24,7.31,794,5,5,5,4,4,4,5,5,5
956,The Age Of Miracles,Karen Thompson Walker,2012,2012,"""It still amazes me how little we really knew. . . . Maybe everything that happened to me and my family had nothing at all to do with the slowing. It's possible, I guess. But I doubt it. I doubt it very much.""
Luminous, haunting, unforgettable, The Age of Miraclesis a stunning fiction debut by a superb new writer, a story about coming of age during extraordinary times, about people going on with their lives in an era of profound uncertainty.
On a seemingly ordinary Saturday in a California suburb, 11-year-old Julia and her family awake to discover, along with the rest of the world, that the rotation of the earth has suddenly begun to slow. The days and nights grow longer and longer, gravity is affected, the environment is thrown into disarray. Yet as she struggles to navigate an ever-shifting landscape, Julia is also coping with the normal disasters of everyday life--the fissures in her parents' marriage, the loss of old friends, the hopeful anguish of first love, the bizarre behavior of her grandfather who, convinced of a government conspiracy, spends his days obsessively cataloging his possessions. As Julia adjusts to the new normal, the slowing inexorably continues.
With spare, graceful prose and the emotional wisdom of a born storyteller, Karen Thompson Walker has created a singular narrator in Julia, a resilient and insightful young girl, and a moving portrait of family life set against the backdrop of an utterly altered world.",Fiction,Intermediate,2,6,10,8.0,1,3.64,61891,5.0,"I loved this book. I read it in one 24 hour period. Great example of soft sci-fi/fabulist fiction. It's like a cross between Alice Sebold's book The Lovely Bones and Lars Van Trier's film Melancholia. In some ways, I also thought about Diary of Anne Frank. A young girl faces a possible apocalypse in MIRACLES. It's YA dystopia but more charming and whimsical than, say, The Hunger Games. Ultimately it is a book that celebrates life with one hand, as it erases life with the other. 
 The language of the book is poetic and intoxicating. The consequences of the slowing earth are imagined in rich and provocative detail. 
 SPOILER ALERT. 
 I did think the author cheated just a bit here and there. It's a brilliant cheat. There are times the hero Julia says things like: ""That was the last time I EVER ate strawberries."" Or I NEVER saw so and so again. That kind of language hints that she might die at the end, or that the world ends in the last chapter. In fact, the character and the world still go on by the novel's end, albeit precariously. I think the more honest phrasing would have been: ""That was the last time I ate strawberries this spring."" Because as long as the earth spins and she is alive, she can't truly know that she will NEVER eat strawberries again. Even if strawberries become extinct, technically she can not know that by some twist of fate she won't eat them again. 
 It's a small thing and I think the author was very clever to use this sleight of hand. It made me think that the girl or the world were going away. It's a book I will think of for some time. As a writer myself of speculative, trippy fiction -- I am in the process of analyzing the many things this book did right! 
 * I love speculative fiction like this. If you do too, you might check out my new novel THE HOPE STORE. It's about the first store in the world to sell hope over the counter, and the controversies that ensue. http://amzn.to/2wzZm5c 
 Or my first novel THE PROSPECT OF MY ARRIVAL which is about a human embryo that's allowed to preview the world before deciding whether to be born ( a finalist in the Amazon Breakthrough Novel Awards). http://amzn.to/2yA2qMf My Amazon author page is: http://amzn.to/2xoMRcz",194.0,1,4400,52096.0,11.84,1062,3,4,4,2,2,2,5,5,5
1844,The Bluest Eye,Toni Morrison,2000,2005,"The Bluest Eyeis Toni Morrison's first novel, a book heralded for its richness of language and boldness of vision. Set in the author's girlhood hometown of Lorain, Ohio, it tells the story of black, eleven-year-old Pecola Breedlove. Pecola prays for her eyes to turn blue so that she will be as beautiful and beloved as all the blond, blue-eyed children in America. In the autumn of 1941, the year the marigolds in the Breedloves' garden do not bloom. Pecola's life does change- in painful, devastating ways.
What its vivid evocation of the fear and loneliness at the heart of a child's yearning, and the tragedy of its fulfillment. The Bluest Eyeremains one of Tony Morrisons's most powerful, unforgettable novels- and a significant work of American fiction.",Fiction,Intermediate,11,3,13,7.818181818181818,11,3.99,111515,5.0,"...his mother did not like him to play with niggers. She had explained to him the difference between colored people and niggers. They were easily identifiable. Colored people were neat and quiet; niggers were dirty and loud...The line between colored and nigger was not always clear; subtle and telltale signs threatened to erode it, and the watch had to be constant. 
 While I was not the biggest fan of Morrison's style in this novel, I did fully appreciate the dagger-sharp insight that she brought to the color caste system that is so prevalent in African-American culture, even today. Her dialogue rang so true, I could hear it coming directly out of my mother's mouth, my grandmother's mouth, and those of all of the women who've ever filled our kitchens with raucous communal fun and glum communal tragedy alike. Her use of the Dick & Jane children's books, used for decades to teach children to read (SEEMOTHERMOTHERISVERYNICEMOTHERWILLYOUPLAYWITHJANEMOTHERLAUGHSLAUGHMOTHERLAUGHLA) created a chilling, ironic and staggering contrast between the lives of the whites and those of the blacks in this novel. Shirley Temple, Mary Jane candies, and Jean Harlow hairstyles - you'll find the delicacy of all of them here, both in these characters' reality and in metaphor. While the truth and injustices here were often sobering to read, they were filled with too much truth to rightfully deny or turn away from. 
 I could spend hours discussing this novel. I could quote from it all day, but I won't do that, because the entire read was poignant and so crisply aware of the color line - the how and the why - that there is no one point that can overshadow another in the message that these words aimed to send. This novel is older than I am, and yet it still rings with such verity, with such biting truth and reality. With The Bluest Eye, Toni Morrison cut open the existence of both internalized and externalized racism in America and laid it bare and exposed at our feet. For that, she deserves nothing but reverence and applause, so she will always have that from me. 
 Anyone who's ever been in doubt of a color line in Black America should read this book. Anyone who's ever questioned, ""But why can't I say those words when you say them all the time? But why do you still believe that racism exists? Why can't you just get over it - the past is the past?"" should read this book. In fact, just read this book anyway - how about that? :) *****",79.0,1,408,1219.92,2.99,255,1,3,2,3,3,3,3,3,5
2042,The Chosen,Chaim Potok,1967,2010,"Love or duty -- which would you choose? Prince Severin has been brought up to put duty before all else. Now, his duty is to marry and produce an heir. He has his choice of princesses. Unfortunately, his passion is for princes. Havyn has been a slave all his life. When his powers are discovered, he finds himself purchased and freed by a Prince and apprenticed to the royal wizard, Ildar. His duty is to stay chaste to keep his powers strong. Unfortunately, his passion is for Severin. With kingdoms at war, the throne hanging in the balance, and magic in the air, can the two men find happiness together, or is duty more important than love?",Fiction,Excellent,39,1,10,4.425,5,3.21,31,0.0,"promo copy for review 
 http://www.onlytruemagic.blogspot.co....",1.0,0,4320,8596.8,1.99,1099,3,4,4,5,5,5,2,4,4
1149,The Guardian,Nicholas Sparks,2003,2005,"Julie Barenson's young husband left her two unexpected gifts before he died: a Great Dane puppy named Singer and the promise that he would always be watching over her. Now, four years have passed. Still living in the small town of Swansboro, North Carolina, 29-year-old Julie is emotionally ready to make a commitment to someone again. But who? Should it be Richard Franklin, the handsome, sophisticated engineer who treats her like a queen? Or Mike Harris, the down-to-earth nice guy who was her husband's best friend? Choosing one of them should bring her more happiness than she's had in years. Instead, Julie is soon fighting for her life in a nightmare spawned by a chilling deception and jealousy so poisonous that it has become a murderous desire",Fiction,Intermediate,14,2,11,5.428571428571429,9,4.14,137765,4.0,"I've never written a review before, but I thought that this book really qualifies for one. 
 Sometimes you just want something that you can indulge yourself into without the analysis and critical thinking, and this one was perfect for it. 
 I love the whole story between Mike and Julie and the slow realization of Julie as she comes to love Mike. 
 and of course I love Singer, The Guardian. 
 This book is full of twists that I didnt expect at all. 
 I was surprised by the ending, But I loved it. 
 This is the first time I read to Sparks and I'm really glad that I did. 
 The book is just beautiful. Brought tears to my eyes. a(tm)Y=",33.0,1,1892,1873.08,0.99,42,3,3,3,4,4,4,5,5,5
30,The Longest Ride,Nicholas Sparks,2013,2013,"Ira Levinson is in trouble. At ninety-one years old, in poor health and alone in the world, he finds himself stranded on an isolated embankment after a car crash. Suffering multiple injuries, he struggles to retain consciousness until a blurry image materializes and comes into focus beside him: his beloved wife Ruth, who passed away nine years ago. Urging him to hang on, she forces him to remain alert by recounting the stories of their lifetime together - how they met, the precious paintings they collected together, the dark days of WWII and its effect on them and their families. Ira knows that Ruth can't possibly be in the car with him, but he clings to her words and his memories, reliving the sorrows and everyday joys that defined their marriage.
A few miles away, at a local rodeo, a Wake Forest College senior's life is about to change. Recovering from a recent break-up, Sophia Danko meets a young cowboy named Luke, who bears little resemblance to the privileged frat boys she has encountered at school. Through Luke, Sophia is introduced to a world in which the stakes of survival and success, ruin and reward -- even life and death - loom large in everyday life. As she and Luke fall in love, Sophia finds herself imagining a future far removed from her plans -- a future that Luke has the power to rewrite . . . if the secret he's keeping doesn't destroy it first.
Ira and Ruth. Sophia and Luke. Two couples who have little in common, and who are separated by years and experience. Yet their lives will converge with unexpected poignancy, reminding us all that even the most difficult decisions can yield extraordinary journeys: beyond despair, beyond death, to the farthest reaches of the human heart.",Fiction,Excellent,16,1,13,6.75,7,4.13,73144,3.0,"At times I got bored. Guess I wasn't in a mood for romance. 
 review later",0.0,0,3942,3902.58,0.99,631,2,2,4,4,4,4,2,4,4
2066,The Marriage Plot,Jeffrey Eugenides,2011,2011,"A New York TimesNotable Book of 2011
A Publisher's WeeklyTop 10 Book of 2011 
A Kirkus ReviewsTop 25 Best Fiction of 2011 Title 
One of Library Journal's Best Books of 2011
A SalonBest Fiction of 2011 title
One of TheTelegraph's Best Fiction Books of the Year 2011
It's the early 1980s--the country is in a deep recession, and life after college is harder than ever. In the cafes on College Hill, the wised-up kids are inhaling Derrida and listening to Talking Heads. But Madeleine Hanna, dutiful English major, is writing her senior thesis on Jane Austen and George Eliot, purveyors of the marriage plot that lies at the heart of the greatest English novels.
As Madeleine tries to understand why ""it became laughable to read writers like Cheever and Updike, who wrote about the suburbia Madeleine and most of her friends had grown up in, in favor of reading the Marquis de Sade, who wrote about deflowering virgins in eighteenth-century France,"" real life, in the form of two very different guys, intervenes. Leonard Bankhead--charismatic loner, college Darwinist, and lost Portland boy--suddenly turns up in a semiotics seminar, and soon Madeleine finds herself in a highly charged erotic and intellectual relationship with him. At the same time, her old ""friend"" Mitchell Grammaticus--who's been reading Christian mysticism and generally acting strange--resurfaces, obsessed with the idea that Madeleine is destined to be his mate.
Over the next year, as the members of the triangle in this amazing, spellbinding novel graduate from college and enter the real world, events force them to reevaluate everything they learned in school. Leonard and Madeleine move to a biology Laboratory on Cape Cod, but can't escape the secret responsible for Leonard's seemingly inexhaustible energy and plunging moods. And Mitchell, traveling around the world to get Madeleine out of his mind, finds himself face-to-face with ultimate questions about the meaning of life, the existence of God, and the true nature of love.
Are the great love stories of the nineteenth century dead? Or can there be a new story, written for today and alive to the realities of feminism, sexual freedom, prenups, and divorce? With devastating wit and an abiding understanding of and affection for his characters, Jeffrey Eugenides revives the motivating energies of the Novel, while creating a story so contemporary and fresh that it reads like the intimate journal of our own lives.",Fiction,Novice,8,2,15,9.375,13,3.43,87,3.0,"BookFiendUSA: So, how was it? My GR friends' reviews are all over the place on this one. How does it compare to Virgin Suicides or Middlesex? 
 SandyBanks1971: It's...OK. Not badly written at all, but nothing incredible either. I can't compare it with Eugenides' earlier works, as I have never read anything by him before. 
 BookFiendUSA: Seriously? You've never even seen the Sofia Coppola movie? 
 SandyBanks1971: Nope. But I've read the synopses of the earlier books, and I can tell you that there are absolutely no virgins, suicides or hermaphrodites in this one. Instead, we get a manic-depressive, a wannabe Christian and an English major. 
 BookFiendUSA: No hermaphrodites? 
 SandyBanks1971: No. But there is a Marriage Plot. 
 BookFiendUSA: Explain. 
 SandyBanks1971: It's a common plot in 18th and 19th century literature. Typically, there is this girl --- the heroine --- and she has to choose between different suitors, and there will be all sorts of hijinks (pride, prejudices, misunderstandings, madwomen in the attic, etc.) before the nuptial payoff. Austen, Eliot and the Brontes used it extensively in their books. 
 BookFiendUSA: It's a romcom! 
 SandyBanks1971: Something like that. The heroine in this book, Madeline, is an English major (""English was what people who didn't know what to major in majored in."") who is steeped in these books and has to choose between Leonard, the brooding, brilliant manic depressive, and Mitchell, the earnest, spiritually inclined sensitive guy. I looked forward to how Eugenides is going to use this sort of plot in a modern setting and how he is going to resolve it. As one of Madeline's professor muses, ""What would it matter whom Emma married if she could file for separation later?"" ""How would Isabel Archer's marriage to Gilbert Osmond have been affected by the existence of a prenup? ... Where could you find the marriage plot nowadays?"" I'm also curious about whether the central romantic triangle is based on any particular 19th century novel (Franzen recently did this in Freedom). 
 BookFiendUSA: So ---? 
 SandyBanks1971: Eugenides does use the marriage plot, but the ending is a sort of a deconstruction of its traditional form. After all, in an age of gender equality and easy divorces, how could the Marriage Plot still matter? Leonard is obviously the Heathcliff type, and Mitchell is maybe a mix between Linton and St. John Rivers. Madeline is --- actually I don't quite know who she really is, especially compared to the male protagonists. Eugenides gives her a pretty extensive biography, and an intermittent ambition to go to grad school and write for literary reviews, but other than that, she seems to be merely a flimsy foil for her suitors. Early on, we are told that she loves Austen and James, but unlike Mitchell and Leonard, whose lives are transformed by the books that they read, there seems to be hardly any connection between her and those books. In a pivotal moment, she reflects on...Madeline. Yes, this Madeline, the little convent schoolgirl from Paris. 
 Leonard ruminates on Nietzche and Mitchell has his Thomas Merton inspired epiphanies, and Madeline thinks deeply about Madeline? Why can't she reflect on Wuthering Heights? Or, I dunno, Middlemarch? Or Persuasion? We never learn about what Madeline really thinks of the marriage plot --- and the obvious parallels to her private life --- either (her thesis is, after all, titled: ""I Thought You'd Never Ask: Some Thoughts on the Marriage Plot""). If The Marriage Plot is meant to be a modern reworking of an Austen or Bronte novel, this lack of development of her character is big minus. 
 BookFiendUSA: Okay, so the major female character is lame. I get it. I'd rather read a ton of Madeline books than a Henry James, though. Now, some people think that this novel is terribly pretentious, with its Ivy League setting, WASP characters and lengthy Barthes quotations. Do you agree? 
 SandyBanks1971: Not necessarily. I mean, he's writing about life in an Ivy League campus --- is there going to be an egghead or two, trust-fund babies, and academic egotists on steroid? You bet. To be fair, some of the kids are wealthy WASP types, but Leonard needs financial aid, and Mitchell is Greek and strictly middle class. There's lots of name-dropping, but in most cases, they're followed by sufficient exposition. The quotes are necessary to understand the characters' mindset, as they live in books as much as in the real world. And Eugenides is actually poking fun, wryly, at some of the faddish academic theories: 
 ""Madeline had a feeling that most semiotic theorists had been unpopular as children, often bullied or overlooked, and so had directed their lingering rage onto literature. They wanted to demote the author. They wanted a book, that hard-won, transcendent thing to be a text, contingent, indeterminate, and open for suggestions. They wanted the reader to be the main thing. Because they were readers."" 
 BookFiendUSA: Anything else that you like? 
 SandyBanks1971: I like how he writes about being in your early twenties, just out of college with your whole life stretching ahead of you. Grappling with issues, intellectual or otherwise. How everything seems to be of looming importance. How stuff happens, sometimes casually, that determine how you life the rest of your life. I think he captures that well, and can be quite eloquent about it. So I guess I'll check out the suicides and hermaphrodites.",30.0,1,5697,29168.64,5.12,427,4,4,4,1,2,2,3,5,5
181,The Reckoning,John Grisham,2018,2011,"To the public, he's a hero: a killer who targets convicted paedophiles. Two men are dead already - tortured to death.Even the police don't regard the cases as a priority. Most feel that two dead paedophiles is a step in the right direction. But to DC Maeve Kerrigan, no one should be allowed to take the law into their own hands. Young and inexperienced, Kerrigan wants to believe that murder is murder no matter what the sins of the victim. Only, as the killer's violence begins to escalate, she is forced to confront exactly how far she's prepared to go to ensure justice is served...",Fiction,Excellent,22,1,14,4.909090909090909,10,3.96,105,4.0,"The Reckoning is the second book in the Maeve Kerrigan series and though not quite as good a read as the debut, still an interesting read nonetheless. 
 This time paeodophiles are being brutally murdered and no obvious reasoning is forthcoming. Kerrigan and the team are put onto the case and soon enough the bodies start piling up. About halfway through the book the storyline takes on a different turn sending the whole thing into a different direction. It was cleverly done and not an obvious route to follow. I enjoyed the book for the most part but did think some parts of the book were stretched out a little. Too much detail at times that wasn't really necessary and I would actually prefer shorter chapters to keep the flow and momentum going. Occasionally I would wonder into 'when is this chapter finishing?' territory as chapters would sometimes drag on. The second half of the book really picks up pace and this is where it really held my attention and I didn't want to put the book down until the end. 
 Maeve Kerrigan herself is a likeable character albeit her decisions at times leaves the head shaking. She isn't perfect my any means, quick tempered and could do with thinking before acting rationally but she has a flair for the job and is growing on me as her character develops through the books. 
 I'm hoping the next book in the series picks up a little but I have to say I'm really enjoying getting to know the rest of the characters in the Murder Squad - even DI Derwent!! Looking forward to the next one. 
 This was more of a 3.5 star read.",21.0,1,34560,137894.4,3.99,826,4,4,4,4,5,5,5,5,5
814,The Rescue,Nicholas Sparks,2000,2005,"When confronted by raging fires or deadly accidents, volunteer fireman Taylor McAden feels compelled to take terrifying risks; but there is one leap of faith Taylor can't bring himself to make: He can't fall in love.
BookPage calls Nicholas Sparks, ""a modern master of fateful love stories,"" and his phenomenal bestsellers- The Notebook, Message in a Bottle, and A Walk to Remember- have made him one of America's most beloved storytellers. Here, in his newest work, Sparks tells a story about making the greatest commitment of all...loving someone forever.
The Rescue
When confronted by raging fires or deadly accidents, volunteer fireman Taylor McAden feels compelled to take terrifying risks - risks no one else in the department would ever take - to save lives. But there is one leap of faith Taylor can't bring himself to make: He can't fall in love. For all his adult years, Taylor has sought out women who need to be rescued, women he leaves as soon as their crisis is over, as soon as the relationship starts to become truly intimate.
Then, one day, a raging, record-breaking storm hits his small Southern town. Denise Holton, a young single mother, is driving through it when her car skids off the road. With her is her four-year-old son, Kyle, a boy with severe learning disabilities and for whom she has sacrificed everything. Unconscious and bleeding, she-but not Kyle-will be found by Taylor McAden. And when she wakes, the chilling truth becomes clear to both of them: Kyle is gone.
During the search for Kyle, the connection, the lifeline, between Taylor and Denise takes root. Taylor doesn't know that this rescue will be different from all the others, demanding far more than raw physical courage. That it will lead him to the possibility of his own rescue from a life lived without love. That it will require him to open doors to his past that were slammed shut by pain. That it will dare him to live life to the fullest by daring to love.
In The Rescue Nicholas Sparks weaves his inimitable spell, immersing us in the passions and the surprising complexities of modern relationships-and in doing so, teaching us something about our own.",Fiction,Intermediate,14,1,14,8.071428571428571,12,4.1,143722,4.0,Loved it. I was able to be swept away in the story line. Easy read. Only took a couple of hours. I couldn't put it down.,0.0,0,2866,8569.34,2.99,22,3,3,3,3,3,3,4,4,4
