Unnamed: 0,title,author,year,publication_year,description,Genre,Author_Rating,total_weeks,best_rank,worst_rank,mean_rank,debut_rank,average_rating,ratings_count,rating,review_text,n_votes,is_expert,Units_Sold,Gross_Sales,Sale_Price,Sales_Rank
323,Rosemary'S Baby,Ira Levin,1967,2015,"Guy e Rosemary Woodhouse sono una giovane coppia di sposi. Lui e un attore, in attesa della sua grande occasione; lei sogna una normalita borghese fatta di sicurezza economica, una bella casa, tanti figli. Dopo lunghe ricerche hanno trovato un appartamento nel Bramford - un antico palazzo nel cuore di Manhattan, circondato da un alone di prestigio sociale ma anche da sinistre leggende - e di li a poco la loro vita sembra arrivare a una svolta: Guy ottiene una parte in un'importante commedia e Rosemary resta finalmente incinta del primo figlio. Ma non tutto e destinato ad andare per il verso giusto. La gravidanza di Rosemary viene turbata da premonizioni e incubi notturni, da inspiegabili dolori addominali e strani incontri, e soprattutto dall'invadenza di due vicini, troppo premurosi per non risultare sospetti... Pubblicato per la prima volta nel 1967 e portato sul grande schermo da Roman Polanski, con un'indimenticabile Mia Farrow nel ruolo della protagonista, Rosemary's Baby e una delle grandi storie di mistero della nostra epoca, ma anche una godibilissima commedia che, dopo aver fatto entrare il Male nelle nostre case, ci aiuta a esorcizzarlo con la grazia di un semplice sorriso.",Fiction,Intermediate,43,3,10,7.465116279069767,14,3.96,64403.02033271719,4.0,"Questa volta non mi ero informata piu di tanto su questo libro, non avevo nemmeno letto la trama, sapevo solo che era una storia particolare, a tratti horror, un po' inquietante. Volevo che fosse un mistero da scoprire lentamente durante la lettura. Ed e stata tutta una sorpresa, infatti, ho visto tutto attraverso gli occhi di Rosemary, ho dubitato con lei di alcuni personaggi e mi sono fidata di altri, cercando di sviluppare delle mie ipotesi sulla situazione. 
 E che forti emozioni ho provato! Quelle che ti tengono incollato a un libro e ti fanno saltare sulla poltrona se qualcuno ti sfiora una spalla (storia vera). 
 Lo stile chiaro, semplice e pulito di Ira Levin mi ha catturata, coinvolta e intrappolata nella lettura fino alla fine. Del tutto incuriosita dalla storia, avrei voluto leggerlo continuamente, senza mai posarlo per tornare alla mia vita reale... 
 http://appuntidiunalettrice.blogspot....",0.0,0,808994088,13697719.660000002,4.99,823
1856,The Round House,Louise Erdrich,2012,2012,"An exquisitely told story of a boy on the cusp of manhood who seeks justice and understanding in the wake of a terrible crime that upends and forever transforms his family.
One of the most revered novelists of our time - a brilliant chronicler of Native-American life - Louise Erdrich returns to the territory of her bestselling, Pulitzer Prize finalist The Plague of Doves with The Round House, transporting readers to the Ojibwe reservation in North Dakota. It is an exquisitely told story of a boy on the cusp of manhood who seeks justice and understanding in the wake of a terrible crime that upends and forever transforms his family.
Riveting and suspenseful, arguably the most accessible novel to date from the creator of Love Medicine, The Beet Queen, and The Bingo Palace, Erdrich's The Round House is a page-turning masterpiece of literary fiction - at once a powerful coming-of-age story, a mystery, and a tender, moving novel of family, history, and culture.",Fiction,Intermediate,12,12,16,14.25,14,3.91,62586.60418342719,4.0,"Before this, I'd only read Erdrich's children's fiction. It turns out she is able to write for adults, too! 
 This book has so many things going for it. It shows Native Americans in a (somewhat) contemporary setting, rather than historical. It brings awareness to issues that tribes face regarding land and jurisdiction. And, every chapter title is the title of a TNG episode. One of the things in the book is that the teen characters really like TNG. Although I was a bit annoyed that Troi's name was misspelled... you'd think an editor would have caught that. 
 Anyway this is a family tragedy as seen through the eyes of a 13-year old boy. Erdrich portrays both positives and negatives of life on the reservation, giving the non-Native reader a peek into that world. The details of the story are gritty sometimes, but there is also humor and love and affection between the characters. I'd recommend for anyone who likes contemporary literature.",0.0,0,586377792,5307261.96,2.99,764
1056,The Silver Chalice,Thomas B. Costain,1952,1964,"This is a new illustrated edition of Thomas B. Costain's insirational novel about the Cup used by Christ at the Last Supper with His Disciples.
Illustrated by Burton Silverman",Fiction,Intermediate,68,1,15,4.470588235294118,14,4.09,2616.538461538461,4.0,"This is a great HF first published in 1952 and set in the first century chronicling the rise and spread of the Christian faith. In order to tell a more authentic story, Costain uses real characters such as Joseph of Arimithea, Luke, Peter and other Apostles as well as Nero. 
 Basil, the main character, is legally adopted into a wealthy family but when the father dies, his position is usurped by his uncle and he is sold into slavery. Luke finds him as he is a prodigy sculptor and buys him out of slavery giving him status once again as a free man. Luke had been searchig on behalf of Joseph of Arimithea who old and feeble as he is, is intent on securing the best and most talented artisan to design a chalice which will be made to fit the cup used by Jesus at The Last Supper"". Joseph has safeguarded the cup over the years as the Zealots are intent on destroying any remnants of Jesus and eradicating the entire Christian faith. Basil goes through many trials and tribulations on his journey both to restore his good name and to find those central to the rise of Christianity in order to mold them and include their image for ""the Silver Chalice"". 
 Really enjoyed the read. The only thing keeping it from a five star read was at times (in very insignificant places) you had to suspend belief in order to go with the story.",3.0,1,2446912,9273796.48,3.79,75
1636,Cell,Stephen King,2006,2006,"Boston, primo ottobre. Tutto va bene. E un luminoso pomeriggio di sole, la gente passeggia nel parco, gli aerei atterrano quasi in orario. Per Clayton Riddell e il piu bel giorno della sua vita. In quel preciso istante, il mondo finisce. A milioni, quelli che hanno un cellulare all'orecchio impazziscono improvvisamente, regredendo allo stadio di belve feroci. In un attimo, un misterioso impulso irradiato attraverso gli apparecchi distrugge il cervello, azzerando la mente, la personalita, migliaia di anni di evoluzione. In poche ore, la civilta e annientata, l'homo sapiens non e mai esistito, lasciando al suo posto un branco di sanguinari subumani privi della parola. Ma questo e solo l'inizio.",Fiction,Intermediate,9,1,13,4.7,13,3.646413994169096,1571.3177842565597,2.0,"In questo libro King mi ha fatto arrabbiare, veramente tanto. 
 Diciamo che il libro lo possiamo suddividere semplicemente in due parti: parte bella e parte brutta. 
 L'inizio e veramente avvincente: l'umanita impazzisce di punto in bianco a causa di un segnale elettronico trasmesso dai cellulari. Il protagonista lotta per proteggere la propria vita e quella dei suoi compagni di avventura, programmando al contempo il ritorno verso casa perche preoccupato per la sorte del figlio. 
 La seconda parte non va. E' noiosa, veramente tanto noiosa (inoltre il mio personaggio preferito muore). 
 Il finale e da strapparsi i capelli, sia per l'assurdita, sia per la mancanza di risposte alla domanda cruciale del libro: 
 PERCHE'?? Perche e stata fatta usciere di senno tutta l'umanita?! Qual'era lo scopo. 
 Domanda a cui mai avremo una risposta.",1.0,0,4483010,20352865.4,4.54,80
1242,Heart Of The Matter,Emily Giffin,2010,2010,"Tessa Russo is the mother of two young children and the wife of a renowned pediatric surgeon. Despite her own mother's warnings, Tessa has recently given up her career to focus on her family and the pursuit of domestic happiness. From the outside, she seems destined to live a charmed life.
Valerie Anderson is an attorney and single mother to six-year-old Charlie--a boy who has never known his father. After too many disappointments, she has given up on romance--and even to some degree, friendships--believing that it is always safer not to expect too much.
Although both women live in the same Boston suburb, the two have relatively little in common aside from a fierce love for their children. But one night, a tragic accident causes their lives to converge in ways no one could have imagined.",Fiction,Intermediate,5,2,11,7.4,3,3.728181818181818,791.5454545454545,5.0,"I devoured this book, gave me anxiety attacks... it was so gripping I couldn't put it down. I suggest you have a nice spam of time before starting this book, like an eight hours flight or something, because you will not want to put it down. 
 One more thing, I despised Nick so much that if I'll ever meet him I'll steal Charlotte's opening line for Mr. Big in Sex and The City, ""I curse the day you were born.""",7.0,1,677160,150229.2,5.99,603
1033,The Broker,John Grisham,2005,2006,"In his final hours in the Oval Office, the outgoing President grants a controversial last-minute pardon to Joel Backman, a notorious Washington power broker who has spent the last six years hidden away in a federal prison. What no one knows is that the President issues the pardon only after receiving enormous pressure from the CIA. It seems Backman, in his power broker heyday, may have obtained secrets that compromise the world's most sophisticated satellite surveillance system.
Backman is quietly smuggled out of the country in a military cargo plane, given a new name, a new identity, and a new home in Italy. Eventually, after he has settled into his new life, the CIA will leak his whereabouts to the Israelis, the Russians, the Chinese, and the Saudis. Then the CIA will do what it does best: sit back and watch. The question is not whether Backman will survive, there is no chance of that. The question the CIA needs answered is, who will kill him?
From the Hardcover edition.",Fiction,Intermediate,14,1,14,4.714285714285714,3,3.77,57909.78614457831,4.0,"I finally found a Grisham novel that I don't remember reading before! 
 The Broker, Joel Backman is in prison serving twenty years for a crime that he may or may not have committed. With fourteen still to go he is unexpectedly pardoned by the outgoing President and smuggled to a secret location in Europe. Then, the authorities of various countries sit back and monitor him as they wait to see who will get to him first..... 
 This was a great read and kept me hooked until the end. The danger the main character was in felt real and exposed the potential power plays going on at the highest levels of American government and within the intelligence systems. 
 I wasn't as interested in the well researched history of Italy and the various Italian words and phrases that are included in the narrative but this might be a bonus for some people. 
 As with most of Grisham's books, there are a few swear words, some violence and some sexual innuendo. There is nothing grossly offensive or especially graphic. 
 An entertaining read. Recommended.",17.0,1,137543616,533776.3200000001,0.99,892
2029,A Breath Of Snow And Ashes,Diana Gabaldon,2005,2005,"A Breath of Snow and Ashescontinues the extraordinary story of 18th-century Scotsman Jamie Fraser and his 20th-century wife, Claire.
The year is 1772, and on the eve of the American Revolution, the long fuse of rebellion has already been lit. Men lie dead in the streets of Boston, and in the backwoods of North Carolina, isolated cabins burn in the forest.
With chaos brewing, the governor calls upon Jamie Fraser to unite the backcountry and safeguard the colony for King and Crown. But from his wife Jamie knows that three years hence the shot heard round the world will be fired, and the result will be independence -- with those loyal to the King either dead or in exile. And there is also the matter of a tiny clipping from The Wilmington Gazette, dated 1776, which reports Jamie's death, along with his kin. For once, he hopes, his time-traveling family may be wrong about the future.",Nonfiction,Famous,5,1,14,6.8,2,4.43,12.0,5.0,Loved this continuation of the story. Some of the character resolutions near the end became contrived but overall satisfying. Love this story...long may it continue.,0.0,0,22140,8733.0,10.65,547
356,Needful Things,Stephen King,1991,1992,"Leland Gaunt opens a new shop in Castle Rock called Needful Things. Anyone who enters his store finds the object of his or her lifelong dreams and desires: a prized baseball card, a healing amulet. In addition to a token payment, Gaunt requests that each person perform a little ""deed,"" usually a seemingly innocent prank played on someone else from town. These practical jokes cascade out of control and soon the entire town is doing battle with itself. Only Sheriff Alan Pangborn suspects that Gaunt is behind the population's increasingly violent behavior.",Fiction,Intermediate,20,2,14,4.2,5,3.88,118937.40404040404,5.0,be careful of what you wish for,0.0,0,27720000,27442800.0,0.99,23
776,The Age Of Miracles,Karen Thompson Walker,2012,2012,"""It still amazes me how little we really knew. . . . Maybe everything that happened to me and my family had nothing at all to do with the slowing. It's possible, I guess. But I doubt it. I doubt it very much.""
Luminous, haunting, unforgettable, The Age of Miraclesis a stunning fiction debut by a superb new writer, a story about coming of age during extraordinary times, about people going on with their lives in an era of profound uncertainty.
On a seemingly ordinary Saturday in a California suburb, 11-year-old Julia and her family awake to discover, along with the rest of the world, that the rotation of the earth has suddenly begun to slow. The days and nights grow longer and longer, gravity is affected, the environment is thrown into disarray. Yet as she struggles to navigate an ever-shifting landscape, Julia is also coping with the normal disasters of everyday life--the fissures in her parents' marriage, the loss of old friends, the hopeful anguish of first love, the bizarre behavior of her grandfather who, convinced of a government conspiracy, spends his days obsessively cataloging his possessions. As Julia adjusts to the new normal, the slowing inexorably continues.
With spare, graceful prose and the emotional wisdom of a born storyteller, Karen Thompson Walker has created a singular narrator in Julia, a resilient and insightful young girl, and a moving portrait of family life set against the backdrop of an utterly altered world.",Fiction,Intermediate,2,6,10,8.0,1,3.640252016129032,50599.6154233871,2.0,"A very promising subject matter but a very dull story....I found this book a real chore and only finished it because it is my Book Club's choice for January 
 A yawn fest from start to finish",0.0,0,17459200,5214904.32,11.84,1062
1966,A Crown Of Swords,Robert Jordan,1996,2013,"The Wheel of Time, Robert Jordan's internationally bestselling fantasy series, has captured the imaginations of millions of readers worldwide. Now book seven in the series, A Crown of Swords, will be available in trade paperback for the first time. This new trade paperback will feature brand-new cover art commissioned specifically for this edition.
In this volume, Elayne, Aviendha, and Mat come ever closer to the bowl ter'angreal that may reverse the world's endless heat wave and restore natural weather. Egwene begins to gather all manner of women who can channel--Sea Folk, Windfinders, Wise Ones, and some surprising others. And above all, Rand faces the dread Forsaken Sammael, in the shadows of Shadar Logoth, where the blood-hungry mist, Mashadar, waits for prey.",Nonfiction,Intermediate,8,2,15,7.75,16,4.01,91.0,4.0,"My review today is for A Crown of Swords by Robert Jordan 
 I find it hard to review these books. How do you review books that are Fantasy classics? These are books that everybody already knows are good. I find it difficult to express how great these books are. I mean besides Lord of the Rings this has to be considered the best classic Epic Fantasy right? Well I guess I will just take it book by book and see what happens. This is yet another great book in this series. What a wonderful story. Awesome characters. The worldbuilding is just fantastic. Robert Jordan deserves his reputation as the outstanding author he was. This series deserves it's place near the top of all epic fantasy. The adventures of Rand, Perrin, and Mat are truly epic. Classic fantasy at it's best. You have reluctant heroes, Dark powers, magic, diverse people, and great battles. 
 Overall another great book in the series. It has some wonderfully memorable moments. It is also is beginning to slow down a bit. I don't mind so much because I am so attached to the characters and the story, but I can see were all the complaining comes from. I am looking forward to continuing this fantastic series. 
 The only regret I have with this book, and the series is that I did not read it sooner! I can see now that I am going to be obsessed with this series. I finally know what all the hype was about from all the WoT fans out there. Now I am one of you. I wanted to read the whole series this year (As you can see I am very behind). 
 As you know if you have read my reviews before I am not about long reviews with synopsis and spoilers. I just give my opinion on my experience with this book and you can take it from there. Now on to the next book. 
 4/5 STARS 
 All of my reviews can be found at https://mightythorjrs.wordpress.com/",8.0,1,1728000,4403.52,0.99,661
1464,Deadlocked,Charlaine Harris,2012,2014,"David was caught in the middle of the city when the zombie outbreak started. His wife and daughters were at home, stranded on the roof as zombies waited below. He would have to fight through hordes of undead, merciless other survivors, and a series of death defying stunts to get home. However, even if he makes it there, how can he be sure they're safe?
Deadlocked puts you into David's head as he struggles to get home. Then a final confrontation occurs that will guarantee his family's survival, but at what cost?",Nonfiction,Intermediate,6,1,10,4.0,4,3.966666666666667,28.33333333333333,1.0,"This is basically every B-movie zombie flick ever made without the charm of the cheap effects and crappy acting. Joe Everyman, salesman and loving father/husband goes into work one day only to witness the beginning of the zombie apocalypse and see his best friend eaten. By lunch time he's a grizzled survivor, by noon break he's a tough-talking, knee-breaking action hero with his very own cliche catchphrase. There are a fair bit of inconsistent and just plain silly things in the story too. For example, the hero having a severe concussion and a broken arm yet still being able to take out a couple of armed rednecks with his quick thinking and fast moves or the fact that they can't escape said rednecks later because the kids aren't wearing their seatbelts. Really? Then buckle their friggin' seatbelts! Just generally poor writing and a lot of contrived plot points. It reads like it was written by a focus group of advertising executives as they ticked off a list of zombie tropes. Thankfully this was a free offering but it'll still take up two hours of your life and unless you're totally into anything with zombies, I wouldn't bother.",0.0,0,3816,38121.84,9.99,1255
1928,The Beach House,James Patterson and Peter de Jonge,2002,2009,"Known in Nantucket as the eccentric lady who lives in the rambling house on the bluff, Nan is a free spirit who couldn't care less what people think. She's sixty-five years old, and if her neighbors are away, why shouldn't she skinny-dip in their swimming pools? But when she discovers that the money she relies on is dwindling and that her beloved home is at stake, Nan knows she must make drastic changes. She decides to offer rooms for rent, and slowly people start to fill the house with noise, laughter and tears.
There's Daniel, the quiet, contemplative father of two girls; Daff, the single mother of a truculent teenager; and Nan's own son, who's come home for the summer. As the house comes alive again, Nan finds her family expanding - until an unexpected visitor turns all their lives upside down.
Poignant and absorbing, The Beach Houseis a captivating novel about family, friendship and those moments that can change your life.",Fiction,Intermediate,14,1,16,7.476190476190476,13,3.888507462686567,33165.68905472637,3.0,"This was a nice, completely predictable, summer read, in which everybody lives happily ever after on Nantucket. 
 A variety of characters that ticked all the inclusion boxes, who though written as Americans, very oddly spoke British English. 
 Recommended for a beach read.",0.0,0,282638160,3940978.86,3.99,837
1968,Night Watch,Linda Fairstein,2012,2009,"Walking the streets of Moscow, indistinguishable from the rest of its population, are the Others. Possessors of supernatural powers and capable of entering the Twilight, a shadowy parallel world existing in parallel to our own, each Other owes allegiance either to the Dark or the Light. The ""Night Watch"", first book in the ""Night Watch"" trilogy, follows Anton, a young Other owing allegiance to the Light. As a Night Watch agent he must patrol the streets and metro of the city, protecting ordinary people from the vampires and magicians of the Dark. When he comes across Svetlana, a young woman under a powerful curse, and saves an unfledged Other, Egor, from vampires, he becomes involved in events that threaten the uneasy truce, and the whole city...",Nonfiction,Famous,1,10,10,10.0,7,3.977727272727273,97.27272727272728,3.0,"This is a case where I wish we had half stars. I've been a bit stingy with my 5-star ratings lately and have given 4 stars to some books that I really, really enjoyed. I liked Night Watch, but not as much as some of the books I've recently rated as 4 stars. 
 I really liked the atmosphere and the ideas in Night Watch. It was so different from American urban fantasy. It's hard to tell the good guys from the bad guys, even though they are clearly labeled. I really felt like I was in a magical Moscow. 
 What I didn't like was how disjointed it seemed. I think it must have originally been three novellas that were put together as a novel. While the three stories were sequential and had a story arc, they still seemed like three individual stories. I normally don't mind this technique, but I found it jarring in this case. I also found Anton to be a bit to naive to be believable. Although I was walking around in his head, I didn't feel like I really knew him. 
 Overall, I would give this book 3-1/2 stars. I'm still undecided about finishing the series.",6.0,1,64152,20038.92,7.99,947
1824,The Longest Ride,Nicholas Sparks,2013,2013,"Ira Levinson is in trouble. At 91 years old, in poor health and alone in the world, he finds himself stranded on an isolated embankment after a car crash. Suffering multiple injuries, he struggles to retain consciousness until a blurry image materializes and comes into focus beside him: his beloved wife Ruth, who passed away nine years ago. Urging him to hang on, she forces him to remain alert by recounting the stories of their lifetime together - how they met, the precious paintings they collected together, the dark days of WWII and its effect on them and their families. Ira knows that Ruth can't possibly be in the car with him, but he clings to her words and his memories, reliving the sorrows and everyday joys that defined their marriage.
A few miles away, at a local rodeo, a Wake Forest College senior's life is about to change. Recovering from a recent break-up, Sophia Danko meets a young cowboy named Luke, who bears little resemblance to the privileged frat boys she has encountered at school. Through Luke, Sophia is introduced to a world in which the stakes of survival and success, ruin and reward - even life and death - loom large in everyday life. As she and Luke fall in love, Sophia finds herself imagining a future far removed from her plans - a future that Luke has the power to rewrite... if the secret he's keeping doesn't destroy it first.
Ira and Ruth. Sophia and Luke. Two couples who have little in common, and who are separated by years and experience. Yet their lives will converge with unexpected poignancy, reminding us all that even the most difficult decisions can yield extraordinary journeys: beyond despair, beyond death, to the farthest reaches of the human heart.",Fiction,Excellent,16,1,13,6.75,7,4.13,62372.56008902077,5.0,"For a more in depth review, please visit my blog, Chorley Chronicals! 
 Nicholas Sparks has always been one of my favorite author's. He was actually one of if not THE first author that I ever discovered. At one time, I couldn't get enough of his writing, and soaked up every single one of his books. Then I started dabbling with other author's and honestly haven't came back to him until now. Oh my, although I hadn't realized it until the first few minutes into the book, how did I miss him and his writing! 
 Sparks has an extraordinary talent for delivering heart-felt, heart string tugging stories that leave you feeling like weeping and laughing, all at the same time. I have always felt an amazing spark and connection when reading his books, and The Longest Ride was no different. I always get so lost in his writing, and I found myself soaring through all of the different emotions while listening to The Longest Ride. I felt a great connection to the story! 
 In the past, I have only listened to mystery/suspense novels on audio, so I was quite leery about listening to a non-mystery book on audio, so much so, that I actually put off listening to this book for several months. With this book, I learned that most genres should be okay on audio, that it's not reserved for just mystery books (and be good, at least!) I thought that the narrators, Ron McLarty and January LaVoy, fit their perspective characters perfectly. I really felt like I was listening to Ira when McLarty read! My only quirk would be that LaVoy also read the part of Dylan, so it was a little irking to hear a female try to sound like a manly cowboy! Other than that, I think that the narration of The Longest Ride was great, and if I had to rate it, would rate it at least 4-1/2 stars! 
 I feel like you can never go wrong with Nicholas Sparks, and this book left me feeling no different. It really made me feel like I've been missing a lot in the few years that it's been since I've read a Sparks book. He has a way with words and really delivers some of the best love stories ever written! His stories are impeccable and mesmerizing! And I thoroughly enjoyed reading about both sets of couples, Ira and Ruth, and their life-long love story, which was truly touching, and Sophie and Dylan, who were just beginning their adventure of their love life, where they seem destined to be together! I thought that Sparks expertly intersected the lives of these four people, and brought it altogether at the end. 
 Overall, of all the Nicholas Sparks books that I've read, that this one definitely stands out as one of the most touching stories that he's written. Most retailers compare it to The Notebook, however, I feel like The Longest Ride may even surpass the greatness of The Notebook, which I would have thought was impossible to do! I can't wait to catch up with the Sparks novels that I've missed and see what else he can pull out of his sleeve, because he truly is a remarkable author with astonishing writing abilities!",0.0,0,85021056,3117438.72,0.99,631
1627,Bet Me,Jennifer Crusie,2004,2004,"Minerva Dobbs knows that happily-ever-after is a fairy tale, especially with a man who asked her to dinner to win a bet. Even if he is gorgeous and successful Calvin Morrisey. Cal knows commitment is impossible, especially with a woman as cranky as Min Dobbs. Even if she does wear great shoes and keeps him on his toes. When they say good-bye at the end of their evening, they cut their losses and agree never to see each other again.
But Fate has other plans, and it's not long before Min and Cal meet again. Soon, they're dealing with a jealous ex-boyfriend, Krispy Kreme donuts, a determined psychologist, chaos theory, a freakishly intelligent cat, Chicken Marsala, and more risky propositions than either of them ever dreamed of. Including the biggest gamble of all--true love.",Fiction,Intermediate,3,9,11,10.0,15,3.945317073170731,59959.16097560975,3.0,"Cute story, it kind of reminds me of the movie How to Lose a Guy in 10 Days. 
 Min gets dumped by her boyfriend David while at a bar with friends. Cal is also there that night with his friends. David is a jerk who happens to know Cal and he makes a bet about picking Min up. Cal agrees to a more innocent version of the bet, he agrees to bet $10 on getting Min to go to dinner with him. 
 Min is three weeks away from her little sister's wedding. She has no date and she could definitely use this situation to her advantage if she wanted to. 
 As different as they are, and as much as they try to fight their attraction to each other, they can't resist falling for each other. But there is the secret of the bet and the devious exes trying to pull them apart. 
 I thought Cal and Min were both very likable characters who you root for. And Cal has some pretty awesome lines about how Min should love herself just the way she is (no matter what her mother has to say about it!).",0.0,0,260760,2083472.4,7.99,1266
1399,The Last Juror,John Grisham,2004,2006,"In 1970, one of Mississippi s more colorful weekly newspapers, TheFord County Times,went bankrupt. To the surprise and dismay of many, ownership was assumed by a 23-year-old college dropout, named Willie Traynor. The future of the paper looked grim until a young mother was brutally raped and murdered by a member of the notorious Padgitt family. Willie Traynor reported all the gruesome details, and his newspaper began to prosper.
The murderer, Danny Padgitt, was tried before a packed courthouse in Clanton, Mississippi. The trial came to a startling and dramatic end when the defendant threatened revenge against the jurors if they convicted him. Nevertheless, they found him guilty, and he was sentenced to life in prison.
But in Mississippi in 1970, life didn't necessarily mean life, and nine years later Danny Padgitt managed to get himself paroled. He returned to Ford County, and the retribution began.",Nonfiction,Intermediate,14,1,13,4.857142857142857,6,3.86,56791.32740213523,4.0,"Good book. (This review was added years after I read the book. The ""date I finished this book"" is an estimate.)",0.0,0,11259108,3818615.78,8.59,1005
1188,The Interestings,Meg Wolitzer,2013,2013,"The Interestings explores the meaning of talent; the nature of envy; the roles of class, art, money, and power; and how all of it can shift and tilt precipitously over the course of a friendship and a life.
The summer that Nixon resigns, six teenagers at a summer camp for the arts become inseparable. Decades later the bond remains powerful, but so much else has changed. In The Interestings, Wolitzer follows these characters from the height of youth through middle age, as their talents, fortunes, and degrees of satisfaction diverge.
The kind of creativity that is rewarded at age fifteen is not always enough to propel someone through life at age thirty; not everyone can sustain, in adulthood, what seemed so special in adolescence. Jules Jacobson, an aspiring comic actress, eventually resigns herself to a more practical occupation and lifestyle. Her friend Jonah, a gifted musician, stops playing the guitar and becomes an engineer. But Ethan and Ash, Jules's now-married best friends, become shockingly successful--true to their initial artistic dreams, with the wealth and access that allow those dreams to keep expanding. The friendships endure and even prosper, but also underscore the differences in their fates, in what their talents have become and the shapes their lives have taken.
Wide in scope, ambitious, and populated by complex characters who come together and apart in a changing New York City, The Interestings explores the meaning of talent; the nature of envy; the roles of class, art, money, and power; and how all of it can shift and tilt precipitously over the course of a friendship and a life.",Fiction,Intermediate,4,11,13,11.75,13,3.54,72841.07344632769,4.0,"I'm not certain what 44 looks like, other than what I'm presented with in the mirror each morning. The Social Security Life Expectancy calculator informs me that I've lived half my anticipated span. The tired maxim encourages me not to think of the years in my life, but the life in my years. 
 Now that I'm marooned in middle age for a spell, I've been thinking an awful lot about the life in the years ahead of and behind me. Have I achieved something of value in my work, my relationships? Is what I do enough to sustain me intellectually and emotionally for the next forty-four years? Do I measure up to my peers? Am I happy? Am I interesting? This quest for fulfillment and self-actualization is the premise of Meg Wolitzer's sprawling, cracking good novel The Interestings. 
 In the summer of '74, Julie Jacobson, a middle class average achiever from a non-descript upstate New York town, earns a spot at an exclusive arts camp in New England. She is selected to enter the inner circle of the five coolest kids in camp, each a precocious, urbane specimen bred in the hipness of New York City. Julie becomes Jules and we follow her and those five other teenagers for the next thirty years. 
 Jules is obsessed with the self-dubbed The Interestings -the talented and/or privileged people to whom she devotes so much emotional energy. The cult of personalities made me squeamish at times--I wanted her to walk away from the past and create a life of her own. But her devotion to their supposed ideal reveals one of the truths of human nature--we hang onto the golden coming-of-age memories, hoping those few perfect moments of childhood will carry us through the disappointment of growing up. 
 It took me a long time to track on the Jules Vibe. I never quite believed in her intimate friendship with Ash Wolf, the faerie child around whose axis the group of friends spins. Nor did I fully embrace Ethan's constancy of passion for her. She just wasn't, ironically, that interesting. Even her physical presence remained shadowy for me. The others I could picture perfectly--lumbering, awkward Ethan; delicate, perfectly formed Ash; bombshell Cathy; finely etched, beautiful Jonah with his sweep of long, dark hair; golden God turned bloated addict Goodman. But Jules, other than her unruly hair, remained indistinct. 
 Yet, as she matured, growing into her role as friend, counselor, wife and mother, Jules begins to take shape. She became the character I most wanted to get stuck in the middle of a book with. Which is the genius of Wolitzer's narrative--the novel's most enigmatic character becomes its core strength. 
 Not that you'll get stuck in this book. Despite its length and scope, The Interestings impels the reader with sparkling dialogue and description. I did tread water with some lengthy expository and flashback episodes, but it easily becomes one of those books you just can't set down. 
 If you say you don't compare your external successes and failures (e.g. material possessions, presumed income, job, weight, health, marital status, kids' college admissions, job prospects) with your circle of peers, I say ""more power to you."" Forgive me if I don't believe you. Meg Wolitzer probably wouldn't believe you, either. It's what we do, we flawed, insecure, fickle humans. We're hard-wired to want what we ain't got. 
 But we can learn to accept what we've been given. Do The Interestings? Read and find out. 
 I'm five years too young to fall within the brackets of the Baby Boomer generation (cut-off birth year is 1964), and ten years younger than the main characters of The Interestings, but I can relate to many of the novel's cultural reference points and Jules Jacobson's feeling that she just missed out on the badge of cultural honor bestowed those who came of age in the late '60s. 
 I've walked away from traditional success a few times, always choosing the interesting over expected. Perhaps because I fear the fall from lofty heights will be harder to recover from than the soft bounce of relative obscurity. Perhaps I'm just lazy. Here's to the second half of the journey.",178.0,1,25691904,7602900.479999999,7.99,528
